file_index,text,Arg1_RawText,Arg1_CharacterSpanList,Arg2_RawText,Arg2_CharacterSpanList,Connective_RawText,Connective_CharacterSpanList,Sense,Type
138,"She paid me and said well, I couldn't keep working.",nan,nan,nan,nan,nan,nan,nan,nan
1380,All these people will come for that wedding.,nan,nan,nan,nan,nan,nan,nan,nan
1381,"Her own family too, it's the same thing.",nan,nan,nan,nan,nan,nan,nan,nan
1382,"So, they will say, ""this wedding is not just for you.""",,[],"they will say , "" this wedding is not just for you","[[4, 52]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1383,They'll just let you do what you want to do.,nan,nan,nan,nan,nan,nan,nan,nan
1384,"When you get to that stage, when you stop, they will add.",you get to that stage they will add,"[[5, 26], [43, 56]]",when you stop,"[[28, 41]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1384,"When you get to that stage, when you stop, they will add.",When you get to that stage they will add,"[[0, 26], [43, 56]]",you stop,"[[33, 41]]",when,"[[28, 32]]",Temporal.Synchrony,Explicit
1385,Ah!,nan,nan,nan,nan,nan,nan,nan,nan
1386,"And the truth about a wedding is what you don't have, don't go and borrow.",,[],"the truth about a wedding is what you don't have , don't go and borrow","[[4, 73]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1387,"Auntie, I don't want to depend on that.",nan,nan,nan,nan,nan,nan,nan,nan
1388,I know that people will...,nan,nan,nan,nan,nan,nan,nan,nan
1389,"No, I didn't say you will depend on that.",nan,nan,nan,nan,nan,nan,nan,nan
139,"I said ""hey!
What's the problem?""",nan,nan,nan,nan,nan,nan,nan,nan
1390,Plan according to your budget.,nan,nan,nan,nan,nan,nan,nan,nan
1391,What they will bring is an addition.,nan,nan,nan,nan,nan,nan,nan,nan
1392,"That's right, that's right.",nan,nan,nan,nan,nan,nan,nan,nan
1393,I know that it's difficult.,nan,nan,nan,nan,nan,nan,nan,nan
1394,X.,nan,nan,nan,nan,nan,nan,nan,nan
1395,It's not easy.,nan,nan,nan,nan,nan,nan,nan,nan
1396,"I'll tell you that man, this thing is keeping me up at night.",nan,nan,nan,nan,nan,nan,nan,nan
1397,By the time X.,nan,nan,nan,nan,nan,nan,nan,nan
1398,X.,nan,nan,nan,nan,nan,nan,nan,nan
1399,"Don't worry, haha.",nan,nan,nan,nan,nan,nan,nan,nan
14,I stayed there,nan,nan,nan,nan,nan,nan,nan,nan
140,She said she couldn't keep owing me money.,nan,nan,nan,nan,nan,nan,nan,nan
1400,"Two AM, that's when I'll just wake up and be thinking, thinking what... what I have not set on the ground and what I have not set on...",what ... what I have not set on the ground,"[[64, 105]]",what I have not set on,"[[110, 132]]",and,"[[106, 109]]",Expansion.Conjunction,Explicit
1401,"As in, the thing is making me feel like I haven't even done anything.",nan,nan,nan,nan,nan,nan,nan,nan
1402,About everything that I've done.,nan,nan,nan,nan,nan,nan,nan,nan
1403,I have advised you to make a checklist.,nan,nan,nan,nan,nan,nan,nan,nan
1404,I will still...,nan,nan,nan,nan,nan,nan,nan,nan
1405,"I have, auntie.",nan,nan,nan,nan,nan,nan,nan,nan
1406,Hm.,nan,nan,nan,nan,nan,nan,nan,nan
1407,I have the checkli-... uh... check uh... this thing... list.,nan,nan,nan,nan,nan,nan,nan,nan
1408,"If I'm sleeping, I'll just wake up and be feeling like okay, there is something I didn't write on this list.",I 'll just wake up and be feeling like okay there is something I didn't write on this,"[[17, 59], [61, 102]]",I 'm sleeping,"[[3, 15]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1409,It's the joy.,nan,nan,nan,nan,nan,nan,nan,nan
141,"That even for the work I just did, paying me was difficult.",nan,nan,nan,nan,nan,nan,nan,nan
1410,"So that they... after the wedding, you'll just say, ""is that it?""",nan,nan,nan,nan,nan,nan,nan,nan
1411,Hm.,nan,nan,nan,nan,nan,nan,nan,nan
1412,"Auntie, I like to sleep.",nan,nan,nan,nan,nan,nan,nan,nan
1413,Haha,nan,nan,nan,nan,nan,nan,nan,nan
1414,"Anything that will disturb my sleep, I don't like it.",nan,nan,nan,nan,nan,nan,nan,nan
1415,"For my kind of mechanic, for instance, when you call me to say your car broke down on the road, first I'll come with my plier and screwdriver.",For my kind of mechanic first I 'll come with my plier and screwdriver,"[[0, 23], [96, 141]]","when you call me to say your car broke down on the road ,","[[39, 95]]",for instance,"[[25, 37]]",Expansion.Instantiation,Explicit
1415,"For my kind of mechanic, for instance, when you call me to say your car broke down on the road, first I'll come with my plier and screwdriver.","For my kind of mechanic , for instance first I 'll come with my plier and screwdriver","[[0, 37], [96, 141]]",you call me to say your car broke down on the road,"[[44, 94]]",when,"[[39, 43]]",Contingency.Condition,Explicit
1416,"When I get there, first of all, I'll check ""do you have fuel in the car?""","I 'll check "" do you have fuel in the car","[[32, 71]]",I get there first of all,"[[5, 16], [18, 30]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1417,"If there's fuel in your car, I'll ask, ""before the car broke down, the mo-... will, will... did the car show any signs?""","I 'll ask "" before the car broke down , the mo -... will , will ... did the car show any signs ?","[[29, 37], [39, 119]]",there 's fuel in your car,"[[3, 27]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1417,"If there's fuel in your car, I'll ask, ""before the car broke down, the mo-... will, will... did the car show any signs?""","the mo -... will , will ... did the car show any signs","[[67, 118]]",the car broke down,"[[47, 65]]",before,"[[40, 46]]",Temporal.Asynchronous,Explicit
1418,"""Yes or no?""",nan,nan,nan,nan,nan,nan,nan,nan
1419,"If you give me an answer, I'll know what to do based on your response.",I 'll know what to do based on your response,"[[26, 69]]",you give me an answer,"[[3, 24]]",If,"[[0, 2]]",Contingency.Condition,Explicit
142,"I said ""okay, no problem!""",nan,nan,nan,nan,nan,nan,nan,nan
1420,"If, if the car gave you some signs... maybe you can tell me that the car was jerking.",maybe you can tell me that the car was jerking,"[[38, 84]]",if the car gave you some signs,"[[4, 34]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1420,"If, if the car gave you some signs... maybe you can tell me that the car was jerking.",If you can tell me that the car was jerking,"[[0, 2], [44, 84]]",the car gave you some signs maybe,"[[7, 34], [38, 43]]",if,"[[4, 6]]",Contingency.Condition,Explicit
1421,I will just say it's the fuel pump.,nan,nan,nan,nan,nan,nan,nan,nan
1422,Mstchew!,nan,nan,nan,nan,nan,nan,nan,nan
1423,"From there, I'll look inside your car, open the seats at the back, loosen the... where the pump is and bring it out and fix it.",nan,nan,nan,nan,nan,nan,nan,nan
1424,"In some cars, becoming...",nan,nan,nan,nan,nan,nan,nan,nan
1425,The fuel pump is underneath.,nan,nan,nan,nan,nan,nan,nan,nan
1426,"Until I remove the tank, bring it out, loosen it and wash the... this, this thing, then I will come and tell you that you should give me some money since... so that I can go to the... buy some at the fuel pump.","loosen it and wash the ... this , this thing then I will","[[39, 81], [83, 94]]","I remove the tank , bring it out , come and tell you that you should give me some money since ... so that I can go to the ... buy some at the fuel","[[6, 38], [95, 204]]",Until,"[[0, 5]]",Temporal.Asynchronous,Explicit
1426,"Until I remove the tank, bring it out, loosen it and wash the... this, this thing, then I will come and tell you that you should give me some money since... so that I can go to the... buy some at the fuel pump.","Until I remove the tank , bring it out , loosen it and wash the ... this , this thing","[[0, 81]]",I will come and tell you that you should give me some money since ... so that I can go to the ... buy some at the fuel pump,"[[88, 209]]",then,"[[83, 87]]",Temporal.Asynchronous,Explicit
1426,"Until I remove the tank, bring it out, loosen it and wash the... this, this thing, then I will come and tell you that you should give me some money since... so that I can go to the... buy some at the fuel pump.",will come and tell you that you should give me some money since ...,"[[90, 156]]",I can go to the ... buy some at the fuel pump,"[[165, 209]]",so that,"[[157, 164]]",Contingency.Cause,Explicit
1427,"When you call to tell me that your car is jerking... the car is jerking, jerking, jerking, first I'll come and loosen your car's plug.","the car is jerking , jerking , jerking , first I 'll come and loosen your car 's plug","[[53, 133]]",you call to tell me that your car is jerking,"[[5, 49]]",When,"[[0, 4]]",Contingency.Condition,Explicit
1428,The plug is in the middle of the engine.,nan,nan,nan,nan,nan,nan,nan,nan
1429,It's inside the top cylinder.,nan,nan,nan,nan,nan,nan,nan,nan
143,That was how I went back.,nan,nan,nan,nan,nan,nan,nan,nan
1430,I'll loosen it.,nan,nan,nan,nan,nan,nan,nan,nan
1431,Some of the plugs use sixteen while some use twenty one.,Some of the plugs use sixteen,"[[0, 29]]",some use twenty one,"[[36, 55]]",while,"[[30, 35]]",Comparison.Contrast,Explicit
1432,"I'll loosen it, and the, the plug ignites the car's engine.",I 'll loosen it,"[[0, 14]]","the , the plug ignites the car 's engine","[[20, 58]]",and,"[[16, 19]]",Expansion.Conjunction,Explicit
1433,It powers up the car when the fuel circulates under the top cylinder.,It powers up the car,"[[0, 20]]",the fuel circulates under the top cylinder,"[[26, 68]]",when,"[[21, 25]]",Temporal.Synchrony,Explicit
1434,The piston starts taking the fuel up while the plug powers it up.,The piston starts taking the fuel up,"[[0, 36]]",the plug powers it up,"[[43, 64]]",while,"[[37, 42]]",Temporal.Synchrony,Explicit
1435,"At the same time, there's a certain fire in the middle of the engine which we call the breaking fire.",nan,nan,nan,nan,nan,nan,nan,nan
1436,Now the engine is getting hot.,nan,nan,nan,nan,nan,nan,nan,nan
1437,"If you put your hand under the car, you can feel that the engine is hot.",you can feel that the engine is hot,"[[36, 71]]",you put your hand under the car,"[[3, 34]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1438,"And when you call to tell me that you... your feels like it's full when you are driving, I know that can only be the shaft, or the tie rod.","I know that can only be the shaft , or the tie rod","[[89, 138]]",when you call to tell me that you ... your feels like it 's full when you are driving,"[[4, 87]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1438,"And when you call to tell me that you... your feels like it's full when you are driving, I know that can only be the shaft, or the tie rod.","And I know that can only be the shaft , or the tie rod","[[0, 3], [89, 138]]",you call to tell me that you ... your feels like it 's full when you are driving,"[[9, 87]]",when,"[[4, 8]]",Temporal.Synchrony,Explicit
1438,"And when you call to tell me that you... your feels like it's full when you are driving, I know that can only be the shaft, or the tie rod.","me that you ... your feels like it 's full I know that can only be the shaft , or the tie rod","[[26, 66], [89, 138]]",you are driving,"[[72, 87]]",when,"[[67, 71]]",Temporal.Synchrony,Explicit
1439,"I pick up my tools, go there and take off the shaft, fix it, buy grease and some, some parts for the materials.",nan,nan,nan,nan,nan,nan,nan,nan
144,This year I'm going to take the WAEC exam again.,nan,nan,nan,nan,nan,nan,nan,nan
1440,"I will come and fix it, buy hosing, and the rest.",nan,nan,nan,nan,nan,nan,nan,nan
1441,"And when you call me to say your car... you know what's wrong with your car, you hear something... a sound when you're moving, I will come to you.","you hear something ... a sound when you 're moving , I will come to you","[[77, 145]]",when you call me to say your car ... you know what 's wrong with your car,"[[4, 75]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1441,"And when you call me to say your car... you know what's wrong with your car, you hear something... a sound when you're moving, I will come to you.","And you hear something ... a sound when you 're moving , I will come to you","[[0, 3], [77, 145]]",you call me to say your car ... you know what 's wrong with your car,"[[9, 75]]",when,"[[4, 8]]",Temporal.Synchrony,Explicit
1441,"And when you call me to say your car... you know what's wrong with your car, you hear something... a sound when you're moving, I will come to you.",you hear something ... a sound I will come to you,"[[77, 106], [127, 145]]",you 're moving,"[[112, 125]]",when,"[[107, 111]]",Temporal.Synchrony,Explicit
1442,"You bring your car here, I'll take the jack, raise up the side where the noise is coming from.",nan,nan,nan,nan,nan,nan,nan,nan
1443,"If you raise up the side, then I will check, check, check, check.",you raise up the side,"[[3, 24]]","I will check , check , check , check","[[31, 64]]",If then,"[[0, 2], [26, 30]]",Contingency.Condition,Explicit
1443,"If you raise up the side, then I will check, check, check, check.",you raise up the side,"[[3, 24]]","then I will check , check , check , check","[[26, 64]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1444,"Maybe there's a plate, or something wrong has broken, or something that, that has gone wrong.",Maybe there 's a plate wrong has broken,"[[0, 21], [36, 52]]","something , or something that , that has gone wrong","[[26, 35], [52, 92]]",or,"[[23, 25]]",Expansion.Alternative,Explicit
1445,"So from there, I'll tell you what is wrong with your car.",,[],"from there , I 'll tell you what is wrong with your car","[[3, 56]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1446,"And then, you will give me money to go and buy the parts I will need.",,[],"then , you will give me money to go and buy the parts I will need","[[4, 68]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1446,"And then, you will give me money to go and buy the parts I will need.",,[],"And , you will give me money to go and buy the parts I will need","[[0, 3], [8, 68]]",then,"[[4, 8]]",Temporal.Asynchronous,Explicit
1447,"And when you call to tell me your car just... you kicked the car but it refused to start, there are two things.",there are two things,"[[90, 110]]",when you call to tell me your car just ... you kicked the car but it refused to start,"[[4, 88]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1447,"And when you call to tell me your car just... you kicked the car but it refused to start, there are two things.",And there are two things,"[[0, 3], [90, 110]]",you call to tell me your car just ... you kicked the car but it refused to start,"[[9, 88]]",when,"[[4, 8]]",Contingency.Condition,Explicit
1447,"And when you call to tell me your car just... you kicked the car but it refused to start, there are two things.",me your car just ... you kicked the car there are two things,"[[26, 64], [90, 110]]",it refused to start,"[[69, 88]]",but,"[[65, 68]]",Comparison.Contrast,Explicit
1448,"Either the battery, or the key starter.",nan,nan,nan,nan,nan,nan,nan,nan
1449,"Either the key starter, or the battery.",nan,nan,nan,nan,nan,nan,nan,nan
145,This year is the worst.,nan,nan,nan,nan,nan,nan,nan,nan
1450,When you call me...,,[],you call me,"[[5, 16]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1451,Or fuel.,nan,nan,nan,nan,nan,nan,nan,nan
1452,"Sorry, three things.",nan,nan,nan,nan,nan,nan,nan,nan
1453,Or fuel.,nan,nan,nan,nan,nan,nan,nan,nan
1454,"From there, we will figure out how to handle the issue.",nan,nan,nan,nan,nan,nan,nan,nan
1455,"When you call me to say your car is overheating when you're moving, you noticed that your car got hot, I only know that maybe your fan is not working, maybe the gasket of your car's top cylinder's has burnt, maybe the temperature switch is not set.","you noticed that your car got hot I only know that maybe your fan is not working , maybe the gasket of your car 's top cylinder's has burnt , maybe the temperature switch","[[68, 101], [103, 236]]",you call me to say your car is overheating when you 're moving,"[[5, 66]]",When,"[[0, 4]]",Temporal.Synchrony,Explicit
1455,"When you call me to say your car is overheating when you're moving, you noticed that your car got hot, I only know that maybe your fan is not working, maybe the gasket of your car's top cylinder's has burnt, maybe the temperature switch is not set.","say your car is overheating you noticed that your car got hot I only know that maybe your fan is not working , maybe the gasket of your car 's top cylinder's has burnt , maybe the temperature switch is not set","[[20, 47], [68, 101], [103, 247]]",you 're moving,"[[53, 66]]",when,"[[48, 52]]",Temporal.Synchrony,Explicit
1456,Something like that.,nan,nan,nan,nan,nan,nan,nan,nan
1457,"Or when you call me to say your car is acting up, it doesn't idle smoothly... if it uses a carburetor, I'll say I'll loosen the carburetor and service it.",it doesn't idle smoothly if it uses I 'll say I 'll loosen the carburetor and service it,"[[50, 74], [78, 88], [103, 153]]","when you call me to say your car is acting up , a carburetor","[[3, 49], [89, 101]]",Or,"[[0, 2]]",Expansion.Alternative,Explicit
1457,"Or when you call me to say your car is acting up, it doesn't idle smoothly... if it uses a carburetor, I'll say I'll loosen the carburetor and service it.",Or it doesn't idle smoothly I 'll say I 'll loosen the carburetor and service it,"[[0, 2], [50, 74], [103, 153]]",you call me to say your car is acting up if it uses a carburetor,"[[8, 48], [78, 101]]",when,"[[3, 7]]",Contingency.Condition,Explicit
1457,"Or when you call me to say your car is acting up, it doesn't idle smoothly... if it uses a carburetor, I'll say I'll loosen the carburetor and service it.",it doesn't idle smoothly I 'll say I 'll loosen the carburetor and service it,"[[50, 74], [103, 153]]",it uses a carburetor,"[[81, 101]]",if,"[[78, 80]]",Contingency.Condition,Explicit
1458,"Or if it is an injector, I will loosen the injector, buy.","I will loosen the injector , buy","[[25, 56]]",if it is an injector,"[[3, 23]]",Or,"[[0, 2]]",Expansion.Alternative,Explicit
1458,"Or if it is an injector, I will loosen the injector, buy.","I will loosen the injector , buy","[[25, 56]]",Or it is an injector,"[[0, 2], [6, 23]]",if,"[[3, 5]]",Contingency.Condition,Explicit
1459,There's something we call carburetor cleaner.,nan,nan,nan,nan,nan,nan,nan,nan
146,I haven't had any work this year at all.,nan,nan,nan,nan,nan,nan,nan,nan
1460,"I will buy it, and come and...",nan,nan,nan,nan,nan,nan,nan,nan
1461,"That stuff, it cleans out the dirt which is in the dust inside.",nan,nan,nan,nan,nan,nan,nan,nan
1462,"It cleans it, and all that.",nan,nan,nan,nan,nan,nan,nan,nan
1463,And when you say you just came...,,[],when you say you just came ...,"[[4, 33]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1463,And when you say you just came...,,[],And you say you just came ...,"[[0, 3], [9, 33]]",when,"[[4, 8]]",Temporal.Synchrony,Explicit
1464,"Imagine you just came here and said, ""hey, here's my car!""",nan,nan,nan,nan,nan,nan,nan,nan
1465,It's just acting up.,nan,nan,nan,nan,nan,nan,nan,nan
1466,"I was...
I was driving and it's just acting up.",I was ... I was driving,"[[0, 22]]",it 's just acting up,"[[27, 46]]",and,"[[23, 26]]",Expansion.Conjunction,Explicit
1467,You don't know what's wrong.,nan,nan,nan,nan,nan,nan,nan,nan
1468,"Just heard the sound puh, puh, puh, puh, puh, puh, puh, puh.",nan,nan,nan,nan,nan,nan,nan,nan
1469,"If I go there, if you load your gear, maybe, it's that the engine seat (mount) is worn out, or the engine is not... is not set right, or the idling, or something like that.","maybe , it 's that the engine seat ( mount ) is worn out , or the engine is not ... is not set right , or the idling , or something like that","[[38, 171]]",I go there if you load your gear,"[[3, 13], [15, 36]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1469,"If I go there, if you load your gear, maybe, it's that the engine seat (mount) is worn out, or the engine is not... is not set right, or the idling, or something like that.","If I go there maybe , it 's that the engine seat ( mount ) is worn out , or the engine is not ... is not set right , or the idling , or something like that","[[0, 13], [38, 171]]",you load your gear,"[[18, 36]]",if,"[[15, 17]]",Contingency.Condition,Explicit
1469,"If I go there, if you load your gear, maybe, it's that the engine seat (mount) is worn out, or the engine is not... is not set right, or the idling, or something like that.","If I go there , if you load your gear , maybe , it 's that the engine seat ( mount ) is worn out","[[0, 90]]",the engine is not is not set right,"[[95, 112], [116, 132]]",or,"[[92, 94]]",Expansion.Alternative,Explicit
147,Even getting by is by God's grace.,nan,nan,nan,nan,nan,nan,nan,nan
1470,There are a lot of things about the mechanics' job that if you come and tell me that your car has a problem...,' job that,"[[45, 55]]",you come and tell me that your car has a problem,"[[59, 107]]",if,"[[56, 58]]",Contingency.Condition,Explicit
1471,"You see, when I wanted to start this thing, well, a friend talked me into it.","see well , a friend talked me into it","[[4, 7], [44, 76]]",I wanted to start this thing,"[[14, 42]]",when,"[[9, 13]]",Temporal.Synchrony,Explicit
1472,He said I should buy this thing.,nan,nan,nan,nan,nan,nan,nan,nan
1473,This thing is good.,nan,nan,nan,nan,nan,nan,nan,nan
1474,"Well, at the time he asked me to buy it, I didn't have any money.",nan,nan,nan,nan,nan,nan,nan,nan
1475,Then he caught one and he said he should give it to me.,he caught,"[[5, 14]]",one and he said he should give it to me,"[[15, 54]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1475,Then he caught one and he said he should give it to me.,Then he caught one,"[[0, 18]]",he said he should give it to me,"[[23, 54]]",and,"[[19, 22]]",Expansion.Conjunction,Explicit
1476,I said... he said w-... I should go and put it in my house.,nan,nan,nan,nan,nan,nan,nan,nan
1477,I did what he said.,nan,nan,nan,nan,nan,nan,nan,nan
1478,God provided money and I bought a male.,God provided money,"[[0, 18]]",I bought a male,"[[23, 38]]",and,"[[19, 22]]",Expansion.Conjunction,Explicit
1479,Then I put it in.,,[],I put it in,"[[5, 16]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
148,Now I am managing.,nan,nan,nan,nan,nan,nan,nan,nan
1480,They started giving me eggs.,nan,nan,nan,nan,nan,nan,nan,nan
1481,Like...,nan,nan,nan,nan,nan,nan,nan,nan
1482,"They gave me eggs, like eight eggs.",nan,nan,nan,nan,nan,nan,nan,nan
1483,"They gave me more, like three.",nan,nan,nan,nan,nan,nan,nan,nan
1484,It remains...,nan,nan,nan,nan,nan,nan,nan,nan
1485,It laid ten eggs.,nan,nan,nan,nan,nan,nan,nan,nan
1486,"This one, that's the one.",nan,nan,nan,nan,nan,nan,nan,nan
1487,"Again, I was... little by little.",nan,nan,nan,nan,nan,nan,nan,nan
1488,I'm fine.,nan,nan,nan,nan,nan,nan,nan,nan
1489,"A dog that was in this house, it ate two of my turkeys.",nan,nan,nan,nan,nan,nan,nan,nan
149,"Then I said ""well, uncle, can't I take the WAEC exam this year?""",,[],"I said "" well , uncle , can't I take the WAEC exam this year","[[5, 62]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1490,"I was sleeping, then I started hearing them fight violently.",I was sleeping,"[[0, 14]]",I started hearing them fight violently,"[[21, 59]]",then,"[[16, 20]]",Temporal.Asynchronous,Explicit
1491,I came outside.,nan,nan,nan,nan,nan,nan,nan,nan
1492,"I saw the dog, it ran that way.",nan,nan,nan,nan,nan,nan,nan,nan
1493,I went after it but I did not catch it.,I went after it,"[[0, 15]]",I did not catch it,"[[20, 38]]",but,"[[16, 19]]",Comparison.Contrast,Explicit
1494,"The one it actually came to eat, I bought them for four thousand each.",nan,nan,nan,nan,nan,nan,nan,nan
1495,"The male... the male, I bought it for seven thousand.",nan,nan,nan,nan,nan,nan,nan,nan
1496,"Well, it ate it.",nan,nan,nan,nan,nan,nan,nan,nan
1497,"The one that eventually died, she gave me four eggs.",nan,nan,nan,nan,nan,nan,nan,nan
1498,Then I added the eggs to that one.,,[],I added the eggs to that one,"[[5, 33]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1499,Well.,nan,nan,nan,nan,nan,nan,nan,nan
15,"Ha!
Even for money to buy things, you won't see any money.",nan,nan,nan,nan,nan,nan,nan,nan
150,"My uncle said ""well, he doesn't have any money.""",nan,nan,nan,nan,nan,nan,nan,nan
1500,"If they want to hatch the eggs, they will sit on the eggs for around thirty five days.",they will sit on the eggs for around thirty five days,"[[32, 85]]",they want to hatch the eggs,"[[3, 30]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1501,Well.,nan,nan,nan,nan,nan,nan,nan,nan
1502,"Now, they are done brooding.",nan,nan,nan,nan,nan,nan,nan,nan
1503,"This one here, she hatched her eggs.",nan,nan,nan,nan,nan,nan,nan,nan
1504,She hatched ten of her eggs.,nan,nan,nan,nan,nan,nan,nan,nan
1505,"Well, I don't have money, so I s-... sold them for five hundred naira each.","Well , I don't have money","[[0, 24]]",I s-... sold them for five hundred naira each,"[[29, 74]]",so,"[[26, 28]]",Contingency.Cause,Explicit
1506,I sold nine.,nan,nan,nan,nan,nan,nan,nan,nan
1507,Well.,nan,nan,nan,nan,nan,nan,nan,nan
1508,"Eventually now, yesterday, I came back in the night and I saw this one.","Eventually now , yesterday , I came back in the night","[[0, 51]]",I saw this one,"[[56, 70]]",and,"[[52, 55]]",Expansion.Conjunction,Explicit
1509,They have moved... given me chicks.,nan,nan,nan,nan,nan,nan,nan,nan
151,Taking the WAEC exam costs thirty eight thousand naira now.,nan,nan,nan,nan,nan,nan,nan,nan
1510,So I caged them up and I went out to buy them food.,I caged them,"[[3, 15]]",up and I went out to buy them food,"[[16, 50]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1510,So I caged them up and I went out to buy them food.,So I caged them up,"[[0, 18]]",I went out to buy them food,"[[23, 50]]",and,"[[19, 22]]",Expansion.Conjunction,Explicit
1511,Then I fed them.,,[],I fed them,"[[5, 15]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1512,"Uh... the food
uh... this is the food.",nan,nan,nan,nan,nan,nan,nan,nan
1513,The food.,nan,nan,nan,nan,nan,nan,nan,nan
1514,"Food, right?",nan,nan,nan,nan,nan,nan,nan,nan
1515,Right!,nan,nan,nan,nan,nan,nan,nan,nan
1516,That's the food.,nan,nan,nan,nan,nan,nan,nan,nan
1517,"Now, by the time I got back, I had just two hundred [naira] with me.",nan,nan,nan,nan,nan,nan,nan,nan
1518,I went for one hundred naira's worth.,nan,nan,nan,nan,nan,nan,nan,nan
1519,"I gave the, the big one, I served it to them.",nan,nan,nan,nan,nan,nan,nan,nan
152,"I said that before I take the WAEC, I need almost fifty thousand.",that I need almost fifty thousand,"[[7, 11], [36, 64]]",I take the WAEC,"[[19, 34]]",before,"[[12, 18]]",Temporal.Asynchronous,Explicit
1520,"And then, I went out to buy a Fitila lantern.",,[],"then , I went out to buy a Fitila lantern","[[4, 44]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1520,"And then, I went out to buy a Fitila lantern.",,[],"And , I went out to buy a Fitila lantern","[[0, 3], [8, 44]]",then,"[[4, 8]]",Temporal.Asynchronous,Explicit
1521,And I put it there.,,[],I put it there,"[[4, 18]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
1522,"<hau> Shi, ke nan <hau>.",nan,nan,nan,nan,nan,nan,nan,nan
1523,Eh.,nan,nan,nan,nan,nan,nan,nan,nan
1524,"They eat rice, Indomie, like rice pudding, yams, bread.",nan,nan,nan,nan,nan,nan,nan,nan
1525,"Now, if I get... if I buy two... three fifty naira's worth of loaves of bread, they'll eat it.",Now I get ... they 'll eat it,"[[0, 3], [8, 16], [79, 93]]",if I buy two ... three fifty naira 's worth of loaves of bread,"[[17, 77]]",if,"[[5, 7]]",Contingency.Condition,Explicit
1525,"Now, if I get... if I buy two... three fifty naira's worth of loaves of bread, they'll eat it.","Now , if I get ... they 'll eat it","[[0, 16], [79, 93]]",I buy two ... three fifty naira 's worth of loaves of bread,"[[20, 77]]",if,"[[17, 19]]",Contingency.Condition,Explicit
1526,"Quickly, now, now, now.",nan,nan,nan,nan,nan,nan,nan,nan
1527,That's if it's in the daytime.,That 's,"[[0, 6]]",it 's in the daytime,"[[10, 29]]",if,"[[7, 9]]",Contingency.Condition,Explicit
1528,"Right now, I have bread, which I have come to give, give them.",nan,nan,nan,nan,nan,nan,nan,nan
1529,"Or should I take the bread, right.",,[],"should I take the bread , right","[[3, 33]]",Or,"[[0, 2]]",Expansion.Alternative,Explicit
153,Let me register for the NECO and WAEC together.,nan,nan,nan,nan,nan,nan,nan,nan
1530,"Should I bring it, so you see it, well.",Should I bring it,"[[0, 17]]","you see it , well","[[22, 38]]",so,"[[19, 21]]",Contingency.Cause,Explicit
1531,"They are over there, living off me.",nan,nan,nan,nan,nan,nan,nan,nan
1532,"If I have money, they will eat meals worth five hundred, courtesy of me.","they will eat meals worth five hundred , courtesy of me","[[17, 71]]",I have money,"[[3, 15]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1533,No problem.,nan,nan,nan,nan,nan,nan,nan,nan
1534,"If sometimes I don't have money, they will... they will be calm.",they will ... they will be calm,"[[33, 63]]",sometimes I don't have money,"[[3, 31]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1535,"Well, did you see?",nan,nan,nan,nan,nan,nan,nan,nan
1536,Yes.,nan,nan,nan,nan,nan,nan,nan,nan
1537,They're a kind of security.,nan,nan,nan,nan,nan,nan,nan,nan
1538,"Now, if you come in... if you come in the house, it will be making sounds like kwulukwulukwuluu.",Now you come in it will be making sounds like kwulukwulukwuluu,"[[0, 3], [8, 19], [49, 95]]",if you come in the house,"[[23, 47]]",if,"[[5, 7]]",Contingency.Condition,Explicit
1538,"Now, if you come in... if you come in the house, it will be making sounds like kwulukwulukwuluu.","Now , if you come in it will be making sounds like kwulukwulukwuluu","[[0, 19], [49, 95]]",you come in the house,"[[26, 47]]",if,"[[23, 25]]",Contingency.Condition,Explicit
1539,Kwulukwulukwuluu.,nan,nan,nan,nan,nan,nan,nan,nan
